0,1,2,3,4,5,6,7
,,379,4843.76,4843.75,0.01,2024-01-19 11:13:20.115024+00:00,Manjesh
,,380,4843.76,4843.75,0.01,2024-01-19 11:13:53.157745+00:00,Manjesh
,,381,4843.76,4843.75,0.01,2024-01-19 11:14:12.420898+00:00,Manjesh
,,382,4843.76,4843.75,0.01,2024-01-28 02:34:10.852054+00:00,Manjesh
,,383,4843.76,4843.75,0.01,2024-01-28 02:34:35.739549+00:00,Manjesh
,,384,4843.76,4843.75,0.01,2024-01-28 02:35:03.180496+00:00,Manjesh
,,385,4843.76,4843.75,0.01,2024-01-28 02:35:25.520778+00:00,Manjesh
,,386,4843.76,4843.75,0.01,2024-01-28 02:35:46.468149+00:00,Manjesh
,,387,4843.76,4843.75,0.01,2024-01-28 02:36:05.569680+00:00,Manjesh
,,388,4843.76,4843.75,0.01,2024-01-28 02:36:26.594003+00:00,Manjesh
,,389,4843.76,4843.75,0.01,2024-01-28 02:36:45.465541+00:00,Manjesh
,,261,4882.51,4882.5,0.01,2024-01-28 06:54:15.773313+00:00,Manjesh
,,262,4882.51,4882.5,0.01,2024-01-28 06:54:37.434583+00:00,Manjesh
,,263,4882.51,1210.86,3671.65,2024-01-28 02:56:59.973921+00:00,Manjesh
SCPL/PO/23-24/01060,SDTORK CONTROLS PVT LTD,,,,,,
,,281,1555.12,1555.12,0.0,2024-01-17 09:08:40.336323+00:00,Ranjeet
,,282,4921.26,1102.36,3818.9,2024-01-17 09:36:27.652239+00:00,Manjesh
50045021678,Forbes Marshall P.Ltd (Chakan),,,,,,
,,308,2303.0,200.88,2102.12,2024-01-17 09:13:22.106263+00:00,Manjesh
023D8316 & 023D8390,INTERVALVE POONAWALA LTD,,,,,,
EMAIL/18.01.2024,Manjushree Fintube Pvt Ltd.,,,,,,
,,282,3818.9,551.18,3267.72,2024-01-19 04:00:27.458360+00:00,Ranjeet
02345854,EagleBurgmann India Pvt. Ltd.,,,,,,
,,309,3324.45,1594.49,1729.96,2024-01-19 11:10:09.255431+00:00,Manjesh
,,300,984.25,984.25,0.0,2024-01-20 04:41:43.594654+00:00,Manjesh
,,302,4921.26,433.07,4488.19,2024-01-20 04:49:22.422782+00:00,Ranjeet
,,46,2616.53,69.75,2546.78,2024-01-28 07:13:05.169199+00:00,Manjesh
MNCAS/PO/23-24/1191/R0,MNCAS India Private Limited,,,,,,
,,282,3267.72,295.28,2972.44,2024-01-19 11:10:35.242292+00:00,Manjesh
4500733157/17.01.2024,Ador Powertron Ltd,,,,,,
4500733157,Kelvion India Private Limited,,,,,,
,,309,1729.96,124.0,1605.96,2024-01-28 03:23:59.155368+00:00,Ranjeet
,,285,4921.26,334.65,4586.61,2024-01-28 03:03:46.436729+00:00,Ranjeet
50045022513,Forbes Marshall P.Ltd (Chakan),,,,,,
,,263,3671.65,163.37,3508.28,2024-01-28 03:33:00.807960+00:00,Manjesh
,,302,4173.23,826.77,3346.46,2024-01-28 03:35:22.721526+00:00,Manjesh
,,282,2972.44,2972.43,0.01,2024-01-28 02:51:06.896279+00:00,Ranjeet
,,308,2102.12,492.13,1609.99,2024-01-28 06:58:25.587245+00:00,Ranjeet
,,308,1609.99,334.65,1275.34,2024-01-28 06:58:53.431566+00:00,Ranjeet
,,309,1605.96,120.13,1485.83,2024-01-28 03:24:53.978739+00:00,Ranjeet
JBA/GST/1686/23-24,J.B. ADVANI & CO PVT. LTD,,,,,,
,,242,3007.01,3007.0,0.01,2024-01-28 08:30:38.585312+00:00,Manjesh
,,336,3472.01,1317.5,2154.51,2024-01-28 08:32:35.551552+00:00,Manjesh
,,342,3782.01,3782.0,0.01,2024-01-25 10:48:43.862079+00:00,Manjesh
50045022681,Forbes Marshall P.Ltd (Chakan),,,,,,
,,283,4921.26,2460.63,2460.63,2024-01-28 06:46:35.596221+00:00,Manjesh
,,284,4921.26,1988.19,2933.07,2024-01-28 06:47:02.397725+00:00,Manjesh
,,348,4921.26,2460.63,2460.63,2024-01-28 06:47:41.377387+00:00,Manjesh
,,350,3425.2,610.24,2814.96,2024-01-29 09:42:22.384328+00:00,Manjesh
50045022845,Forbes Marshall P.Ltd (Chakan),,,,,,
,,283,2460.63,2460.63,0.0,2024-01-28 06:48:54.386265+00:00,Manjesh
,,284,2933.07,1673.23,1259.84,2024-01-28 06:50:41.378509+00:00,Manjesh
,,348,2460.63,2460.63,0.0,2024-01-28 06:48:07.133825+00:00,Manjesh
,,299,157.48,157.47,0.01,2024-01-28 07:20:07.841047+00:00,Manjesh
,,302,2775.59,2775.58,0.01,2024-01-28 07:14:15.043761+00:00,Manjesh
,,285,3897.63,3897.62,0.01,2024-01-28 07:14:38.554587+00:00,Manjesh
,,286,4921.26,570.87,4350.39,2024-01-28 07:26:13.262825+00:00,Manjesh
,,350,4921.26,1496.06,3425.2,2024-01-28 07:23:33.350431+00:00,Manjesh
,,309,663.71,135.63,528.08,2024-01-28 09:20:16.757012+00:00,Manjesh
,,287,4921.26,4921.25,0.01,2024-01-30 11:19:28.330470+00:00,Manjesh
HYT-14603,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
,,376,4549.26,1240.16,3309.1,2024-01-28 02:43:44.108150+00:00,Ranjeet
,,302,4488.19,314.96,4173.23,2024-01-28 02:48:03.808408+00:00,Ranjeet
EMAIL / 17.01.2024,Hydroteck Engineering Company,,,,,,
,,376,3309.1,1082.68,2226.42,2024-01-28 02:46:08.977068+00:00,Ranjeet
POFS000056084/25.01.2024,HRS PROCESS SYSTEMS LTD.,,,,,,
,,285,4586.61,688.98,3897.63,2024-01-28 03:04:19.620062+00:00,Ranjeet
POFS000056084 / 25.01.2024,HRS PROCESS SYSTEMS LTD.,,,,,,
POFS000056084-1 / 25.01.2024,HRS PROCESS SYSTEMS LTD.,,,,,,
Z1PR/7000045974/13.10.2021,ElectroMech Material Handling Systems (India) Pvt. Ltd.,,,,,,
,,308,1275.34,822.12,453.22,2024-01-28 07:02:00.693181+00:00,Manjesh
,,309,1485.83,822.12,663.71,2024-01-28 03:29:19.871677+00:00,Manjesh
PO2324/1287,M E Energy Private Limited,,,,,,
,,376,2226.42,334.65,1891.77,2024-01-28 07:04:35.345703+00:00,Ranjeet
POP-2324-0645,ELINWG India Pvt. Ltd,,,,,,
,,263,3508.28,253.89,3254.39,2024-01-28 06:25:33.447711+00:00,Manjesh
SPCP/PO-24/00708,SYNO-PCP PUMPS PRIVATE LIMITED,,,,,,
,,263,3254.39,292.95,2961.44,2024-01-28 06:26:00.341576+00:00,Manjesh
02345987,EagleBurgmann India Pvt. Ltd.,,,,,,
,,46,3128.34,511.81,2616.53,2024-01-28 07:05:56.292025+00:00,Ranjeet
PP/23-24/12&13/128,Pilon Engineering Pvt. Ltd.,,,,,,
,,302,3346.46,255.91,3090.55,2024-01-28 05:33:02.777853+00:00,Ranjeet
SCPL/PO/23-24/01086,SDTORK CONTROLS PVT LTD,,,,,,
,,263,2961.44,2961.44,0.0,2024-01-28 06:26:19.214272+00:00,Manjesh
,,263,0.0,0.0,0.0,2024-01-28 06:28:07.566985+00:00,Manjesh
,,264,4882.51,4101.31,781.2,2024-01-28 08:16:58.875872+00:00,Manjesh
EMAIL / 18.01.2024,RASHMI HEATERS PVT.LTD.,,,,,,
,,302,3090.55,314.96,2775.59,2024-01-28 05:33:30.621270+00:00,Ranjeet
02346053,EagleBurgmann India Pvt. Ltd.,,,,,,
023D7153,INTERVALVE POONAWALA LTD,,,,,,
023D6809,INTERVALVE POONAWALA LTD,,,,,,
,,223,3472.01,3472.0,0.01,2024-01-30 11:10:52.331298+00:00,Manjesh
,,224,3472.01,3472.0,0.01,2024-01-30 11:11:18.278587+00:00,Manjesh
,,225,3472.01,3472.0,0.01,2024-01-30 11:11:46.758826+00:00,Manjesh
023D7457,INTERVALVE POONAWALA LTD,,,,,,
,,222,3472.01,3472.0,0.01,2024-01-30 11:13:00.547032+00:00,Manjesh
Z1DO/1100047443,ElectroMech Material Handling Systems (India) Pvt. Ltd.,,,,,,
4500735508,Kelvion India Private Limited,,,,,,
,,286,4350.39,161.2,4189.19,2024-01-30 05:07:58.531017+00:00,Ranjeet
EMAIL / 27.01.2024,Sonali Enterprises,,,,,,
,,336,2154.51,1798.0,356.51,2024-01-30 05:11:23.109090+00:00,Ranjeet
REGPL/23-24/01491,Rahul Engineering Global Pvt Ltd.,,,,,,
,,308,453.22,127.88,325.34,2024-01-30 05:06:12.913887+00:00,Ranjeet
POS2324/1316,M E Energy Private Limited,,,,,,
,,376,1891.77,925.2,966.57,2024-01-30 08:59:42.448691+00:00,Ranjeet
AE/23-24/2733,Autoshell,,,,,,
,,286,3641.73,216.54,3425.19,2024-01-30 08:40:23.422670+00:00,Ranjeet
AE/23-24/2734,Autoshell,,,,,,
,,286,4189.19,393.7,3795.49,2024-01-30 08:38:26.614684+00:00,Ranjeet
,,286,3795.49,153.76,3641.73,2024-01-30 08:39:42.690349+00:00,Ranjeet
50045023207,Forbes Marshall P.Ltd (Chakan),,,,,,
,,264,781.2,268.77,512.43,2024-01-31 04:28:26.332561+00:00,Manjesh
REGPL/23-24/01458,Rahul Engineering Global Pvt Ltd.,,,,,,
,,308,325.34,135.63,189.71,2024-01-31 06:56:45.690725+00:00,Manjesh
23PO0023,R S Industrial Solutions,,,,,,
3000001441,BAJEL PROJECTS LIMITED,,,,,,
,,343,3782.01,3782.0,0.01,2024-02-02 03:53:41.212973+00:00,Ranjeet
,,344,3782.01,3782.0,0.01,2024-02-02 03:55:18.203836+00:00,Ranjeet
,,345,3782.01,3782.0,0.01,2024-02-02 03:54:39.761606+00:00,Ranjeet
,,347,3782.01,3782.0,0.01,2024-02-02 03:56:30.411791+00:00,Ranjeet
,,391,3782.01,3782.0,0.01,2024-02-02 04:16:06.077792+00:00,Ranjeet
,,392,3782.01,3782.0,0.01,2024-02-02 04:16:58.943220+00:00,Ranjeet
,,393,3782.01,3782.0,0.01,2024-02-02 04:17:51.681033+00:00,Ranjeet
,,394,3782.01,3782.0,0.01,2024-02-02 04:18:55.373756+00:00,Ranjeet
,,395,3782.01,3782.0,0.01,2024-02-02 04:19:49.833083+00:00,Ranjeet
,,396,3782.01,3782.0,0.01,2024-02-02 04:20:20.413438+00:00,Ranjeet
,,397,3782.01,3782.0,0.01,2024-02-02 04:20:49.763922+00:00,Ranjeet
,,399,3782.01,3782.0,0.01,2024-02-02 04:21:39.862593+00:00,Ranjeet
,,401,3782.01,3782.0,0.01,2024-02-02 04:23:32.071700+00:00,Ranjeet
,,402,3782.01,3782.0,0.01,2024-02-02 04:24:01.463619+00:00,Ranjeet
,,403,3782.01,3782.0,0.01,2024-02-02 04:24:22.136962+00:00,Ranjeet
,,404,3782.01,3782.0,0.01,2024-02-02 04:24:46.711615+00:00,Ranjeet
,,405,3782.01,3782.0,0.01,2024-02-02 04:25:04.880210+00:00,Ranjeet
50045023383,Forbes Marshall P.Ltd (Chakan),,,,,,
,,264,512.43,512.42,0.01,2024-02-03 04:14:13.186433+00:00,Manjesh
,,350,2814.96,2814.95,0.01,2024-02-03 08:33:09.310629+00:00,Ranjeet
,,351,4921.26,3838.58,1082.68,2024-02-02 11:43:47.460098+00:00,Manjesh
,,351,1082.68,545.6,537.08,2024-02-02 11:45:06.690758+00:00,Manjesh
,,286,3425.19,3425.0,0.19,2024-02-03 08:41:12.367237+00:00,Ranjeet
EMAIL / 02.02.2024,Sonali Enterprises,,,,,,
,,336,356.51,356.5,0.01,2024-02-02 07:32:37.812961+00:00,Ranjeet
50045023460,Forbes Marshall P.Ltd (Chakan),,,,,,
,,351,537.08,537.0,0.08,2024-02-02 11:48:25.081836+00:00,Ranjeet
,,308,189.71,189.7,0.01,2024-02-02 11:38:41.081660+00:00,Ranjeet
MEPL/23-24/4419,METAFOLD ENGG.PVT.LTD.,,,,,,
,,237,3472.01,3472.0,0.01,2024-02-03 08:30:58.059421+00:00,Ranjeet
,,238,3472.01,3472.0,0.01,2024-02-03 08:31:35.971356+00:00,Ranjeet
,,239,3472.01,1550.0,1922.01,2024-02-03 08:56:42.584355+00:00,Ranjeet
asas232,HYT ENGINEERING COMPANY PVT LTD.,,,,,,
ewewds,Forbes Marshall P.Ltd (Chakan),,,,,,
